cpb,titulo,titulo_norm,festival,pontos_festival,pontuacao_total_obra,fonte
B1700104200000,PENDULAR,pendular,Festival Internacional de Cinema de Berlim,16.0,33.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700104200000,PENDULAR,pendular,Festival Internacional de Cinema do Uruguai,2.0,33.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700104200000,PENDULAR,pendular,Los Angeles AFI Fest,4.0,33.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700104200000,PENDULAR,pendular,Mumbai International Film Festival,1.0,33.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700104200000,PENDULAR,pendular,New Directors New Films,1.0,33.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700104200000,PENDULAR,pendular,SIFF - Seattle International Film Festival,2.0,33.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,Cinema Jove - Festival Internacional de Cine,1.5,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,Festival de Brasília,2.0,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,Festival do Rio,4.0,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,Festival Internacional de Cinema da Fronteira,1.5,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,Festival Internacional de Cinema de Busan,2.0,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,Festival Internacional de Cinema de Miami,4.0,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,Festival Internacional de Cinema de Munique (Filmfest München),2.0,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),4.0,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,Giornate degli Autori,4.0,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,INDIELISBOA - Festival Internacional de Cinema Independente,1.0,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,Janela Internacional do Cinema,2.0,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,Mostra Internacional de Cinema de São Paulo,4.0,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800502000000,DOMINGO,domingo,Panorama Internacional Coisa de Cinema,0.5,32.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900203000000,CHÃO,chao,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],4.0,32.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900203000000,CHÃO,chao,DOCLISBOA - Festival Internatcional de Cinema,1.0,32.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900203000000,CHÃO,chao,Encontros de Cinema da Amércia Latina de Toulouse,2.0,32.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900203000000,CHÃO,chao,Festival do Rio,4.0,32.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900203000000,CHÃO,chao,Festival Internacional de Cinema de Berlim,12.0,32.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900203000000,CHÃO,chao,Festival Internacional de Cinema de Viena,1.0,32.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900203000000,CHÃO,chao,Forumdoc.bh - Festival do Filme Documentário e Etnográfico,1.0,32.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900203000000,CHÃO,chao,IDFA - Festival Internacional de Documentários de Amsterdam,3.0,32.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900203000000,CHÃO,chao,Mostra Internacional de Cinema de São Paulo,2.0,32.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900203000000,CHÃO,chao,Olhar de Cinema - Festival Internacional de Curitiba,2.0,32.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700119200000,COMO NOSSOS PAIS,como nossos pais,Cine Vitória,2.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700119200000,COMO NOSSOS PAIS,como nossos pais,FESTIN Lisboa,1.5,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700119200000,COMO NOSSOS PAIS,como nossos pais,Festival de Cinema Brésilien de Paris,3.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700119200000,COMO NOSSOS PAIS,como nossos pais,Festival de Cinema de Vitória,4.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700119200000,COMO NOSSOS PAIS,como nossos pais,Festival de Gramado,8.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700119200000,COMO NOSSOS PAIS,como nossos pais,Festival du Film Brésilien de Montreal,0.5,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700119200000,COMO NOSSOS PAIS,como nossos pais,Festival Internacional de Cinema de Berlim,4.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700119200000,COMO NOSSOS PAIS,como nossos pais,Festival Internacional de Cinema de Punta Del Este,4.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700119200000,COMO NOSSOS PAIS,como nossos pais,Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),2.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700119200000,COMO NOSSOS PAIS,como nossos pais,Semana Internacional de Cine de Valladolid (Seminci),2.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900623600000,UM ANIMAL AMARELO,um animal amarelo,Encontros de Cinema da Amércia Latina de Toulouse,4.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900623600000,UM ANIMAL AMARELO,um animal amarelo,Festival de Cinema de Istambul,2.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900623600000,UM ANIMAL AMARELO,um animal amarelo,Festival de Cinema e Cultura da América Latina de Biarritz,4.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900623600000,UM ANIMAL AMARELO,um animal amarelo,Festival de Gramado,4.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900623600000,UM ANIMAL AMARELO,um animal amarelo,Festival de Nouveau Cinema,2.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900623600000,UM ANIMAL AMARELO,um animal amarelo,Festival do Rio,4.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900623600000,UM ANIMAL AMARELO,um animal amarelo,Festival Internacional de Cinema de Roterdã,8.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900623600000,UM ANIMAL AMARELO,um animal amarelo,FICUNAM,1.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900623600000,UM ANIMAL AMARELO,um animal amarelo,INDIELISBOA - Festival Internacional de Cinema Independente,1.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900623600000,UM ANIMAL AMARELO,um animal amarelo,Olhar de Cinema - Festival Internacional de Curitiba,1.0,31.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600765100000,ELON NÃO ACREDITA NA MORTE,elon nao acredita na morte,BAFICI,2.0,30.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600765100000,ELON NÃO ACREDITA NA MORTE,elon nao acredita na morte,Festival de Brasília,4.0,30.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600765100000,ELON NÃO ACREDITA NA MORTE,elon nao acredita na morte,Festival de Cinema de Cartagena,4.0,30.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600765100000,ELON NÃO ACREDITA NA MORTE,elon nao acredita na morte,Festival Internacional de Cinema de Durban,2.0,30.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600765100000,ELON NÃO ACREDITA NA MORTE,elon nao acredita na morte,Festival Internacional de Cinema de Roterdã,8.0,30.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600765100000,ELON NÃO ACREDITA NA MORTE,elon nao acredita na morte,Festival Internacional de Cinema do Uruguai,1.0,30.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600765100000,ELON NÃO ACREDITA NA MORTE,elon nao acredita na morte,IFFI - Festival Internacional de cinema da Índia (Goa),1.0,30.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600765100000,ELON NÃO ACREDITA NA MORTE,elon nao acredita na morte,INDIELISBOA - Festival Internacional de Cinema Independente,2.0,30.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600765100000,ELON NÃO ACREDITA NA MORTE,elon nao acredita na morte,Janela Internacional do Cinema,2.0,30.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600765100000,ELON NÃO ACREDITA NA MORTE,elon nao acredita na morte,Mostra de Cinema de Tiradentes (Minas Gerais),1.0,30.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600765100000,ELON NÃO ACREDITA NA MORTE,elon nao acredita na morte,Mostra Internacional de Cinema de São Paulo,2.0,30.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600765100000,ELON NÃO ACREDITA NA MORTE,elon nao acredita na morte,Panorama Internacional Coisa de Cinema,1.5,30.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100113900000,A NUVEM ROSA,a nuvem rosa,Black Nights Film Festival,0.5,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100113900000,A NUVEM ROSA,a nuvem rosa,Chicago Latino Film Festival,1.5,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100113900000,A NUVEM ROSA,a nuvem rosa,Festival Internacional de Cinema da Fronteira,3.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100113900000,A NUVEM ROSA,a nuvem rosa,Festival Internacional de Cinema de Miami,4.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100113900000,A NUVEM ROSA,a nuvem rosa,Festival Internacional de Cinema de Munique (Filmfest München),2.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100113900000,A NUVEM ROSA,a nuvem rosa,SIFF - Seattle International Film Festival,2.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100113900000,A NUVEM ROSA,a nuvem rosa,Sitges - Festival Internacional de Cinema Fantástico da Catalunha,4.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100113900000,A NUVEM ROSA,a nuvem rosa,Sofia International Film Festival,2.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100113900000,A NUVEM ROSA,a nuvem rosa,Sundance Film Festival,8.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100113900000,A NUVEM ROSA,a nuvem rosa,Transilvania International Film Festival,1.5,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800204300000,MORMAÇO,mormaco,Encontros de Cinema da Amércia Latina de Toulouse,4.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800204300000,MORMAÇO,mormaco,Festival de Gramado,4.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800204300000,MORMAÇO,mormaco,Festival do Rio,4.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800204300000,MORMAÇO,mormaco,Festival Internacional de Cinema de Munique (Filmfest München),2.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800204300000,MORMAÇO,mormaco,Festival Internacional de Cinema de Roterdã,8.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800204300000,MORMAÇO,mormaco,Festival Internacional de Cinema do Cairo,2.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800204300000,MORMAÇO,mormaco,Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),2.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800204300000,MORMAÇO,mormaco,Mostra Internacional de Cinema de São Paulo,2.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800204300000,MORMAÇO,mormaco,Panorama Internacional Coisa de Cinema,0.5,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900381500000,SEM SEU SANGUE,sem seu sangue,Festival de Cannes,12.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900381500000,SEM SEU SANGUE,sem seu sangue,Festival de Cinema de Denver,2.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900381500000,SEM SEU SANGUE,sem seu sangue,Festival de Cinema de Varsóvia,1.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900381500000,SEM SEU SANGUE,sem seu sangue,Festival de Cinema do Bósforo,0.5,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900381500000,SEM SEU SANGUE,sem seu sangue,Festival do Rio,4.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900381500000,SEM SEU SANGUE,sem seu sangue,Festival Internacional de Cinema de Karlovy Vary,3.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900381500000,SEM SEU SANGUE,sem seu sangue,Festival Internacional de Cinema Latino de Los Angeles,2.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900381500000,SEM SEU SANGUE,sem seu sangue,Mostra Internacional de Cinema de São Paulo,4.0,28.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100148000000,TANTAS ALMAS,tantas almas,Chicago Latino Film Festival,1.5,28.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100148000000,TANTAS ALMAS,tantas almas,Festival de Cinema de Cartagena,2.0,28.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100148000000,TANTAS ALMAS,tantas almas,Festival de Cinema de Istambul,2.0,28.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100148000000,TANTAS ALMAS,tantas almas,Festival de Cinema de Roma,4.0,28.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100148000000,TANTAS ALMAS,tantas almas,Festival Internacional de Cinema de Busan,2.0,28.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100148000000,TANTAS ALMAS,tantas almas,Festival Internacional de Cinema de Roterdã,3.0,28.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100148000000,TANTAS ALMAS,tantas almas,Festival Internacional de Cinema de São Francisco,2.0,28.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100148000000,TANTAS ALMAS,tantas almas,Festival Internacional de Marrakesh,4.0,28.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100148000000,TANTAS ALMAS,tantas almas,Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),4.0,28.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100148000000,TANTAS ALMAS,tantas almas,Festival Trois Continents (Nantes),2.0,28.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100148000000,TANTAS ALMAS,tantas almas,Transilvania International Film Festival,1.5,28.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900172900000,GRETA,greta,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],4.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900172900000,GRETA,greta,Cine Ceará,4.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900172900000,GRETA,greta,Festival de Cinema LGBTIQ+ de Londres - BFI Flare,0.5,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900172900000,GRETA,greta,Festival Internacional de Cinema de Berlim,12.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900172900000,GRETA,greta,Festival Internacional de Cinema de Guadalajara,4.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900172900000,GRETA,greta,Molodist - Festival Internacional de Cinema de Kiev,1.5,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900172900000,GRETA,greta,Queer Lisboa - Festival Internacional de Cinema Queer,1.5,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000006700000,MARIGHELLA,marighella,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],8.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000006700000,MARIGHELLA,marighella,Athens International Film Festival,1.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000006700000,MARIGHELLA,marighella,Festival de Cinema Brésilien de Paris,0.5,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000006700000,MARIGHELLA,marighella,Festival de Cinema de Istambul,2.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000006700000,MARIGHELLA,marighella,Festival Internacional de Cinema de Berlim,4.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000006700000,MARIGHELLA,marighella,Festival Internacional de Cinema de Guadalajara,2.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000006700000,MARIGHELLA,marighella,Festival Internacional de Cinema do Cairo,2.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000006700000,MARIGHELLA,marighella,Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),2.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000006700000,MARIGHELLA,marighella,Hong Kong International Film Festival,1.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000006700000,MARIGHELLA,marighella,IFFI - Festival Internacional de cinema da Índia (Goa),2.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000006700000,MARIGHELLA,marighella,SFF - Sydney Film Festival,1.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000006700000,MARIGHELLA,marighella,SIFF - Seattle International Film Festival,2.0,27.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900410500000,TRÊS VERÕES,tres veroes,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],4.0,27.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900410500000,TRÊS VERÕES,tres veroes,Festival de Cinema Brésilien de Paris,0.5,27.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900410500000,TRÊS VERÕES,tres veroes,Festival de Cinema Málaga,2.0,27.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900410500000,TRÊS VERÕES,tres veroes,Festival do Rio,4.0,27.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900410500000,TRÊS VERÕES,tres veroes,Festival Internacional de Cinema de Toronto,8.0,27.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900410500000,TRÊS VERÕES,tres veroes,Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),4.0,27.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900410500000,TRÊS VERÕES,tres veroes,Hamptons International Film Festival,0.5,27.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900410500000,TRÊS VERÕES,tres veroes,Mostra Internacional de Cinema de São Paulo,4.0,27.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100472800000,PALOMA,paloma,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],4.0,26.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100472800000,PALOMA,paloma,Festival de Cinema Ibero-americano de Huelva,4.0,26.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100472800000,PALOMA,paloma,Festival de Cinema Raindance,2.0,26.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100472800000,PALOMA,paloma,Festival do Rio,8.0,26.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100472800000,PALOMA,paloma,Festival Internacional de Cinema de Chicago,2.0,26.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100472800000,PALOMA,paloma,Festival Internacional de Cinema de Munique (Filmfest München),1.0,26.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100472800000,PALOMA,paloma,Mix Brasil,3.0,26.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100472800000,PALOMA,paloma,Mostra Internacional de Cinema de São Paulo,2.0,26.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2100472800000,PALOMA,paloma,Panorama Internacional Coisa de Cinema,0.5,26.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900093600000,ESTOU ME GUARDANDO PARA QUANDO O CARNAVAL CHEGAR,estou me guardando para quando o carnaval chegar,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],8.0,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900093600000,ESTOU ME GUARDANDO PARA QUANDO O CARNAVAL CHEGAR,estou me guardando para quando o carnaval chegar,É Tudo Verdade,4.0,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900093600000,ESTOU ME GUARDANDO PARA QUANDO O CARNAVAL CHEGAR,estou me guardando para quando o carnaval chegar,Festival Internacional de Cinema de Berlim,4.0,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900093600000,ESTOU ME GUARDANDO PARA QUANDO O CARNAVAL CHEGAR,estou me guardando para quando o carnaval chegar,IDFA - Festival Internacional de Documentários de Amsterdam,3.0,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900093600000,ESTOU ME GUARDANDO PARA QUANDO O CARNAVAL CHEGAR,estou me guardando para quando o carnaval chegar,Los Angeles AFI Fest,2.0,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900093600000,ESTOU ME GUARDANDO PARA QUANDO O CARNAVAL CHEGAR,estou me guardando para quando o carnaval chegar,Olhar de Cinema - Festival Internacional de Curitiba,2.0,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900093600000,ESTOU ME GUARDANDO PARA QUANDO O CARNAVAL CHEGAR,estou me guardando para quando o carnaval chegar,Semana Internacional de Cine de Valladolid (Seminci),2.0,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900093600000,ESTOU ME GUARDANDO PARA QUANDO O CARNAVAL CHEGAR,estou me guardando para quando o carnaval chegar,Sheffield Doc Fest,1.0,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600420900000,MULHER DO PAI,mulher do pai,Cinema Jove - Festival Internacional de Cine,1.5,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600420900000,MULHER DO PAI,mulher do pai,FESTIN Lisboa,1.5,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600420900000,MULHER DO PAI,mulher do pai,Festival do Rio,8.0,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600420900000,MULHER DO PAI,mulher do pai,Festival Internacional de Cinema de Berlim,4.0,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600420900000,MULHER DO PAI,mulher do pai,Festival Internacional de Cinema de Guadalajara,2.0,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600420900000,MULHER DO PAI,mulher do pai,Festival Internacional de Cinema do Uruguai,2.0,26.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
