cpb,titulo,titulo_norm,festival,pontos_festival,pontuacao_total_obra,fonte
B1800515000000,CHUVA É CANTORIA NA ALDEIA DOS MORTOS,chuva e cantoria na aldeia dos mortos,Festival Internacional de Cinema de Munique (Filmfest München),2.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800515000000,CHUVA É CANTORIA NA ALDEIA DOS MORTOS,chuva e cantoria na aldeia dos mortos,Festival Internacional de Cinema de Viena,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800515000000,CHUVA É CANTORIA NA ALDEIA DOS MORTOS,chuva e cantoria na aldeia dos mortos,Festival Internacional de Marrakesh,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800515000000,CHUVA É CANTORIA NA ALDEIA DOS MORTOS,chuva e cantoria na aldeia dos mortos,Festival Internacional de Turim,4.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800515000000,CHUVA É CANTORIA NA ALDEIA DOS MORTOS,chuva e cantoria na aldeia dos mortos,Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),4.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800515000000,CHUVA É CANTORIA NA ALDEIA DOS MORTOS,chuva e cantoria na aldeia dos mortos,FICUNAM,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800515000000,CHUVA É CANTORIA NA ALDEIA DOS MORTOS,chuva e cantoria na aldeia dos mortos,Forumdoc.bh - Festival do Filme Documentário e Etnográfico,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800515000000,CHUVA É CANTORIA NA ALDEIA DOS MORTOS,chuva e cantoria na aldeia dos mortos,Mostra Internacional de Cinema de São Paulo,4.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800515000000,CHUVA É CANTORIA NA ALDEIA DOS MORTOS,chuva e cantoria na aldeia dos mortos,Vancouver International Film Festival,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],4.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Athens International Film Festival,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Festival de Cinema de Denver,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Festival de Cinema de Istambul,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Festival Internacional de Cinema de Berlim,12.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Festival Internacional de Cinema de Durban,8.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Festival Internacional de Cinema de Guadalajara,4.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Festival Internacional de Cinema de Miami,4.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Festival Internacional de Cinema de Viena,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Festival Internacional de Melbourne,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Festival Internacional de Viña del Mar,2.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),4.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Hong Kong International Film Festival,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,INDIELISBOA - Festival Internacional de Cinema Independente,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Los Angeles AFI Fest,2.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,SFF - Sydney Film Festival,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Sundance Film Festival,8.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Vancouver International Film Festival,1.0,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1900232700000,DIVINO AMOR,divino amor,Zurich Film Festival,1.5,58.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Black Nights Film Festival,0.5,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Festival de Brasília,4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Festival de Cinema de Cartagena,4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Festival de Cinema de Galway,1.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Festival de Cinema de Tampere,2.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Festival de Cinema e Cultura da América Latina de Biarritz,4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Festival Internacional de Cine de Mar del Plata,4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Festival Internacional de Cinema de Berlim,16.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Festival Internacional de Cinema de Busan,2.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),2.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Forumdoc.bh - Festival do Filme Documentário e Etnográfico,1.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Frameline - Festival Internacional de Cinema LGBT de São Francisco,1.5,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,IDFA - Festival Internacional de Documentários de Amsterdam,3.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Mix Brasil,1.5,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Molodist - Festival Internacional de Cinema de Kiev,1.5,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,NewFest - Festival de Cinema e Mídias LGBTQ+,1.5,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Panorama Internacional Coisa de Cinema,1.5,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Queer Lisboa - Festival Internacional de Cinema Queer,0.5,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Sheffield Doc Fest,1.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800213800000,BIXA TRAVESTY,bixa travesty,Vancouver Queer Film Festival,0.5,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Art of the Real,1.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,FEMINA - Festival Internacional de Cinema Feminino,1.5,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Festival de Brasília,2.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Festival de Cine de Mujeres – FEMCINE,1.5,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Festival de Cinema de Vitória,4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Festival Guarnicê de Cinema,1.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Festival Internacional de Cine de Mar del Plata,4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Festival Internacional de Cinema de Valdivia,4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Festival Internacional de Cinema de Viena,1.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),8.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,FICUNAM,2.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,FID Marseille (ex-Festival Internacional de Documentários de Marselha),4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Forumdoc.bh - Festival do Filme Documentário e Etnográfico,1.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,INDIELISBOA - Festival Internacional de Cinema Independente,4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Janela Internacional do Cinema,4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Jeonju Internacional Film Festival,4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Mostra de Cinema de Tiradentes (Minas Gerais),4.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Olhar de Cinema - Festival Internacional de Curitiba,1.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Panorama Internacional Coisa de Cinema,1.5,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Semana de Cinema,1.5,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700278300000,BARONESA,baronesa,Thessaloniki International Film Festival,2.0,57.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Academia de las Artes y las Ciencias Cinematograficas de España [GOYA],4.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,BFI - Festival de Cinema de Londres,2.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival de Cine de Mujeres – FEMCINE,0.5,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival de Cinema de Cartagena,2.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival de Cinema de Shangai,2.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival Internacional de Cinema de Beijing,1.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival Internacional de Cinema de Busan,2.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival Internacional de Cinema de Karlovy Vary,3.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival Internacional de Cinema de Munique (Filmfest München),2.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival Internacional de Cinema de Nova York,2.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival Internacional de Cinema de Roterdã,10.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival Internacional de Cinema de Toronto,3.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival Internacional de Cinema de Valdivia,1.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival Internacional de Cinema de Veneza,4.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival Internacional de Melbourne,1.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),8.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Hong Kong International Film Festival,1.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Mostra Internacional de Cinema de São Paulo,4.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1700480900000,ZAMA,zama,Mumbai International Film Festival,1.0,53.5,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Cine Las Americas International Film Festival,0.5,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,DOCLISBOA - Festival Internatcional de Cinema,2.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Donostia - Festival Internacional de Cinema de San Sebastián,8.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Festival de Brasília,8.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Festival de Cinema e Cultura da América Latina de Biarritz,8.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Festival Internacional de Cinema de Chicago,2.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Festival Internacional de Cinema de Munique (Filmfest München),1.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Festival Internacional de Cinema de Roterdã,8.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Festival Internacional de Cinema do Uruguai,2.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Festival Internacional do Novo Cinema Latino-americano (Festival de Havana),4.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Forumdoc.bh - Festival do Filme Documentário e Etnográfico,1.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Janela Internacional do Cinema,4.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Mostra de Cinema de Tiradentes (Minas Gerais),1.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Palm Springs,2.0,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1600181500000,A CIDADE ONDE ENVELHEÇO,a cidade onde envelheco,Panorama Internacional Coisa de Cinema,1.5,53.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],8.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Encontros de Cinema da Amércia Latina de Toulouse,4.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Festival de Cinema Brésilien de Paris,0.5,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Festival de Cinema de Denver,2.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Festival de Cinema de Tribeca (Nova York),2.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Festival de Cinema Ibero-americano de Huelva,2.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Festival de Gramado,4.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Festival Guarnicê de Cinema,2.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Festival Internacional de Cinema de Beijing,1.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Festival Internacional de Cinema de Edimburgo,2.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Festival Internacional de Cinema de Munique (Filmfest München),2.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Festival Internacional de Cinema de Punta Del Este,1.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Festival Internacional de Cinema de São Francisco,2.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Festival Internacional de Melbourne,2.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Frameline - Festival Internacional de Cinema LGBT de São Francisco,0.5,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Giffoni Film Festival,1.5,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Nashville Film Festival,3.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,NewFest - Festival de Cinema e Mídias LGBTQ+,1.5,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Palm Springs,2.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Sundance Film Festival,8.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B2000312900000,MARTE UM,marte um,Thessaloniki International Film Festival,1.0,52.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Academia Brasileira de Cinema [Grande Prêmio do Cinema Brasileiro],8.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Athens International Film Festival,1.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Cine Ceará,1.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Encontros de Cinema da Amércia Latina de Toulouse,2.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival de Cinema Brasileiro de Miami,1.5,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival de Cinema Brésilien de Paris,0.5,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival de Cinema de Bogotá,1.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival de Cinema de Denver,1.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival de Cinema de Shangai,2.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival de Cinema de Vitória,1.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival de Cinema e Cultura da América Latina de Biarritz,2.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival de Cinema Málaga,4.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival de Gramado,4.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival Internacional de Cinema de Busan,2.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival Internacional de Cinema de Edimburgo,1.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival Internacional de Cinema de Karlovy Vary,3.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival Internacional de Cinema de Punta Del Este,1.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival Internacional de Cinema de Roterdã,3.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival Internacional de Cinema de São Francisco,2.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Festival Internacional de Cinema Latino de Los Angeles,1.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800106900000,BENZINHO,benzinho,Sundance Film Festival,8.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800307200000,SUEÑO FLORIANÓPOLIS,sueno florianopolis,BFI - Festival de Cinema de Londres,2.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800307200000,SUEÑO FLORIANÓPOLIS,sueno florianopolis,Donostia - Festival Internacional de Cinema de San Sebastián,8.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800307200000,SUEÑO FLORIANÓPOLIS,sueno florianopolis,Festival do Rio,2.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
B1800307200000,SUEÑO FLORIANÓPOLIS,sueno florianopolis,Festival Internacional de Cine de Mar del Plata,2.0,50.0,"Ata BRDE/FSA Desempenho Artístico 2024 (ANCINE, 26/09/2024)"
